,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,new_death,pnew_death,created_at,consent_cases,consent_deaths,conf_death,prob_death
951,2020-03-16T00:00:00.000,MD,57,,,20.0,,0,0.0,0,2020-03-18T00:00:00.000,N/A,Agree,0.0,0
952,2021-06-10T00:00:00.000,IN,748259,,,460.0,0,13783,10.0,1,2021-06-10T00:00:00.000,Not agree,Agree,13360.0,423
953,2020-09-27T00:00:00.000,MT,12107,12107.0,0,200.0,0,173,2.0,0,2020-09-28T13:50:59.474,Agree,Agree,173.0,0
954,2021-07-31T00:00:00.000,NH,100766,,,109.0,40,1387,0.0,0,2021-08-02T12:48:14.485,Not agree,Not agree,,
955,2020-02-27T00:00:00.000,MO,0,,,0.0,,0,0.0,,2020-03-26T16:22:39.452,Not agree,Not agree,,
956,2020-01-29T00:00:00.000,NV,0,,,0.0,,0,0.0,,2020-03-26T16:22:39.452,,,,
957,2021-03-06T00:00:00.000,MD,387319,,,709.0,0,8445,17.0,0,2021-03-08T00:00:00.000,N/A,Agree,8243.0,202
958,2020-04-17T00:00:00.000,NH,1287,,,76.0,,37,3.0,,2020-04-17T16:22:39.452,Not agree,Not agree,,
959,2021-02-18T00:00:00.000,NE,198577,,,425.0,0,2043,18.0,0,2021-02-20T00:00:00.000,Not agree,Not agree,,
960,2021-08-20T00:00:00.000,CA,4321317,4141430.0,179887,15723.0,934,65305,61.0,0,2021-08-20T00:00:00.000,Agree,Agree,65305.0,0
961,2021-04-15T00:00:00.000,IL,1292515,1292515.0,0,3581.0,0,23896,31.0,-8,2021-04-16T14:12:25.838,Agree,Agree,21609.0,2287
962,2021-08-19T00:00:00.000,DE,115665,107100.0,8565,429.0,75,1851,2.0,0,2021-08-20T13:21:34.552,Agree,Agree,1694.0,157
963,2020-07-29T00:00:00.000,ND,6301,6301.0,0,74.0,0,103,1.0,0,2020-07-30T14:42:43.801,Agree,Not agree,,
964,2020-09-04T00:00:00.000,IN,97884,,,1030.0,0,3530,14.0,0,2020-09-04T00:00:00.000,Not agree,Agree,3308.0,222
965,2020-10-29T00:00:00.000,CA,948775,939572.0,9203,5002.0,164,18298,51.0,0,2020-10-29T00:00:00.000,Agree,Agree,18298.0,0
966,2020-05-20T00:00:00.000,CA,103663,103540.0,123,2773.0,4,3964,89.0,0,2020-05-20T00:00:00.000,Agree,Agree,3964.0,0
967,2020-06-12T00:00:00.000,MS,21917,21751.0,166,502.0,10,1148,7.0,0,2020-06-14T00:00:00.000,Agree,Agree,1129.0,19
968,2020-12-02T00:00:00.000,VT,4199,,,97.0,3,77,1.0,0,2020-12-04T00:00:00.000,Not agree,Not agree,,
969,2021-09-01T00:00:00.000,IL,1528120,1528120.0,0,5178.0,0,26535,35.0,9,2021-09-02T13:49:05.431,Agree,Agree,23979.0,2556
970,2020-05-30T00:00:00.000,MO,13917,,,298.0,0,884,6.0,0,2020-06-01T00:00:00.000,Not agree,Not agree,,
971,2020-04-29T00:00:00.000,MD,21742,,,893.0,0,1186,70.0,1,2020-05-01T00:00:00.000,N/A,Agree,1126.0,60
972,2021-07-16T00:00:00.000,MI,1007030,900780.0,106250,367.0,66,21131,6.0,0,2021-07-17T00:00:00.000,Agree,Agree,19869.0,1262
973,2020-03-14T00:00:00.000,DE,6,6.0,0,0.0,0,0,0.0,,2020-03-16T00:00:00.000,Agree,Agree,,
974,2020-02-28T00:00:00.000,WA,1,,,0.0,0,0,0.0,,2020-03-01T00:00:00.000,N/A,N/A,,
975,2021-01-16T00:00:00.000,MT,89056,89056.0,0,421.0,0,1088,2.0,0,2021-01-17T15:43:14.832,Agree,Agree,1088.0,0
976,2021-06-08T00:00:00.000,ME,68384,50021.0,18363,52.0,14,843,3.0,0,2021-06-09T14:26:44.647,Agree,Agree,815.0,28
977,2020-08-14T00:00:00.000,IN,78632,,,1067.0,0,3279,17.0,0,2020-08-14T00:00:00.000,Not agree,Agree,3064.0,215
978,2020-03-15T00:00:00.000,WA,716,,,115.0,0,42,2.0,,2020-03-17T00:00:00.000,N/A,N/A,,
979,2020-02-15T00:00:00.000,NV,0,,,0.0,,0,0.0,,2020-03-26T16:22:39.452,,,,
980,2020-12-19T00:00:00.000,GU,7193,,,0.0,0,119,0.0,0,2020-12-20T14:32:33.200,Not agree,Not agree,,
981,2020-04-07T00:00:00.000,NC,3789,3785.0,4,399.0,0,63,4.0,0,2020-04-07T00:00:00.000,Agree,Agree,63.0,0
982,2020-04-05T00:00:00.000,ME,470,,,14.0,,10,0.0,,2020-04-04T16:22:39.452,Agree,Agree,,
983,2021-03-13T00:00:00.000,NV,299065,,,442.0,0,5117,20.0,0,2021-03-14T13:53:25.106,,,,
984,2020-11-23T00:00:00.000,ND,74401,74401.0,0,1004.0,0,883,37.0,0,2020-11-24T15:27:55.668,Agree,Not agree,,
985,2021-09-03T00:00:00.000,ID,225544,179958.0,45586,1388.0,263,2379,0.0,0,2021-09-04T13:18:29.647,Agree,Agree,2054.0,325
986,2021-01-27T00:00:00.000,IN,617713,,,2242.0,0,11829,60.0,1,2021-01-27T00:00:00.000,Not agree,Agree,11452.0,377
987,2021-08-13T00:00:00.000,GU,8946,,,35.0,0,143,0.0,0,2021-08-14T14:46:52.851,Not agree,Not agree,,
988,2021-03-04T00:00:00.000,NH,76178,,,188.0,27,1178,3.0,1,2021-03-05T16:11:33.097,Not agree,Not agree,,
989,2021-02-19T00:00:00.000,CT,273101,256139.0,16962,1198.0,39,7523,27.0,6,2021-02-20T14:45:37.694,Agree,Agree,6166.0,1357
990,2020-06-04T00:00:00.000,VT,941,,,36.0,0,54,0.0,0,2020-06-06T00:00:00.000,Not agree,Not agree,,
991,2021-01-11T00:00:00.000,IN,567683,,,3697.0,0,10770,79.0,2,2021-01-11T00:00:00.000,Not agree,Agree,10414.0,356
992,2021-05-13T00:00:00.000,WA,419178,,,1388.0,211,5626,12.0,0,2021-05-15T00:00:00.000,N/A,N/A,,
993,2021-04-25T00:00:00.000,NC,961375,823566.0,137809,1036.0,270,12965,14.0,4,2021-04-25T00:00:00.000,Agree,Agree,11453.0,1512
994,2020-05-22T00:00:00.000,VI,69,,,0.0,0,6,0.0,0,2020-05-23T17:58:16.000,,,,
995,2020-09-06T00:00:00.000,WA,78001,,,420.0,28,1953,0.0,0,2020-09-08T00:00:00.000,N/A,N/A,,
996,2021-01-29T00:00:00.000,NE,191028,,,720.0,0,1921,0.0,0,2021-01-31T00:00:00.000,Not agree,Not agree,,
997,2021-01-17T00:00:00.000,CA,3184475,3073403.0,111072,30305.0,1415,43575,702.0,0,2021-01-17T00:00:00.000,Agree,Agree,43575.0,0
998,2020-08-11T00:00:00.000,MO,67028,,,1356.0,41,1547,13.0,0,2020-08-13T00:00:00.000,Not agree,Not agree,,
999,2020-06-23T00:00:00.000,IL,138825,137825.0,1000,601.0,0,6911,36.0,0,2020-06-24T15:03:27.381,Agree,Agree,6707.0,204
